Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Market Cap,SIC Code,Description
HBSI,HIGHLANDS BANKSHARES INC,Pink Current,43.86,,0,Common Stock,USA,West Virginia,"57,418,695",6022 - State commercial banks,"Highlands Bankshares, Inc. was founded in 1985 and is the holding company of its two wholly-owned subsidiary banks, The Grant County Bank and Capon Valley Bank. The Grant County Bank's main office is located at 3 N. Main Street in Petersburg, WV and operates an additional six branch offices located in the towns of Moorefield, Keyser, Riverton, Harman, Davis and Canaan Valley, WV. With its main office at 2 W. Main Street in Wardensville, WV, Capon Valley Bank operates an additional four offices in Baker and Moorefield, WV, and in Gore and Stephens City, VA. Consequently, Highlands Bankshares, Inc. owns and operates a total of twelve banking locations throughout seven counties in two states. Both banks offer a wide range of banking products and services, including online banking and merchant processing services."
HONT,HONAT BANCORP INC,Pink Current,127.0,,0,Common Stock,USA,Pennsylvania,"179,454,530",6021 - National commercial banks,"Honat Bancorp, Inc. (HONT: US OTC) is the parent company of its wholly owned subsidiary, The Honesdale National Bank. Headquartered in Honesdale, Pennsylvania, we strive to achieve unparalleled levels of financial performance through superior service in meeting our customers' personal banking, business banking and wealth management needs while acting in the best interest of our employees, our customers, our communities and our shareholders. The Honesdale National Bank, established in 1836, holds the distinction of being the area's oldest, independent, community bank headquartered in Northeastern Pennsylvania, with twelve full-service offices across Wayne, Pike, Susquehanna, Lackawanna and Luzerne Counties. Financial Services and Trust solutions for our customers are also serviced through our HNB Financial Group headquartered in Honesdale and the HNB Mortgage Center is headquartered in Wilkes-Barre, Pennsylvania."
WGEI,WINDGEN ENERGY INC,Pink Current,0.01,,0,Common Stock,USA,Arizona,"375,888",6794 - Patent owners and lessors,"WindGen Energy is a non-exclusive distributor of the Wind Sail Receptor small wind turbines in the United States, Canada and the UK with non-exclusive rights in the rest of the world except Latin America. The wind turbine systems generate electricty and are plug and play with any Utility Company's power grid system.The Company earns a royalty on three models of the small wind turbines sold by the manufacturer in the US, Canada, and the UK."
INRD,INRAD OPTICS INC,Pink Current,1.79,15.4839,1185,Common Stock,USA,New Jersey,"22,469,312","3679 - Electronic components, misc","Develops, manufactures, and markets products and services for use in diverse Photonics industry sectors via it portfolio of distinctly branded businesses."
ITDN,INTERDYNE COMPANY,Pink Current,0.04,,0,Common Stock,USA,California,"1,599,998",6770 - Blank Checks,Not available
IVRO,INVITRO INTL,Pink Current,0.065,,0,Common Stock,USA,California,"1,410,425",2835 - Diagnostic substances,More than 2 decades old developer & global marketer of non-animal testing methods specifically targeting eye & skin irritation as well as possible corrosive chemicals/formulations/waste streams.  We provide laboratory testing services as well as training to support sale of kits for customer in-house performance of our assays.
JBTC,JBT BANCORP INC,Pink Current,28.53,,0,Common Stock,USA,Pennsylvania,"72,767,510",6022 - State commercial banks,"JBT Bancorp, Inc., the parent company of Jonestown Bank & Trust Co. (JBT) is a bank holding company Pennsylvania chartered community bank established in 1873 and headquartered in Jonestown, PA. The Bank operates 12 full-service and 1 limited service branch locations in Lebanon, Lancaster and Berks Counties. JBT serves small to mid-sized businesses and consumer households fulfilling deposit, loan, and payment needs."
JUVF,JUNIATA VLY FINCL CORP PA,OTCQX U.S. Premier,15.43,2.8667,138,Common Stock,USA,Pennsylvania,"75,296,038",6022 - State commercial banks,The Juniata Valley Bank is a wholly owned subsidiary of Juniata Valley Financial Corp.
KISB,KISH BANCORP INC,OTCQX U.S. Premier,29.51,-0.0003,114,Common Stock,USA,Pennsylvania,"79,774,423",6712 - Bank holding companies,"Kish Bancorp, Inc. is a diversified financial services corporation headquartered in Belleville, PA with executive offices in State College, PA. Kish Bank, a subsidiary of Kish Bancorp, Inc., operates fifteen banking offices and financial centers in Centre, Mifflin, and Huntingdon counties. In addition to Kish Bank, other business units include: Kish Insurance, an independent property and casualty insurance agency, Kish Financial Solutions, which offers fiduciary and wealth management advisory services; Benefit Management Group, which provides employee benefits consulting services; and Kish Travel, a full-service travel agency."
LPHM,LEE PHARMACEUTICALS,Pink Current,0.026,0.0,600,Common Stock,USA,Alabama,"773,572",2821 - Plastics materials and resins,"Lee Pharmaceuticals is a security and technology company in the Cyber and METAVERSE space bringing authentication, verification, validation and security to an underserved space."
LINS,LIFE INS CO ALA,Pink Current,75.0,,0,Common Stock,USA,Alabama,"6,072,375",6311 - Life insurance,"Life of Alabama products are designed for middle-income America. Our product portfolio integrates with other insurance to fill the gap. The benefits from our products are paid directly to the insured during their time of need.  Life of Alabama operates in 11 Southeastern states: Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, Oklahoma, South Carolina, and Tennessee."
LINSA,LIFE INS CO ALA A,Pink Current,32.0,,0,Common Stock,USA,Alabama,"8,794,016",6311 - Life insurance,"Life of Alabama products are designed for middle-income America. Our product portfolio integrates with other insurance to fill the gap. The benefits from our products are paid directly to the insured during their time of need.  Life of Alabama operates in 11 Southeastern states: Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, Oklahoma, South Carolina, and Tennessee."
LYBC,LYONS BANCORP INC,OTCQX U.S.,49.5001,-0.4022,343,Common Stock,USA,New York,"169,507,450",6021 - National commercial banks,"The company offers an extensive variety of products within the personal and business banking realms, including direct deposit, online banking, Cash Manager, Remote Deposit Capture and much more. They also provides financial services, including investments and insurance."
MLGF,MALAGA FINANCIAL CORP,Pink Current,23.05,0.0,221,Common Stock,USA,California,"187,250,544","6036 - Savings institutions, except federal","Malaga Bank is a full service community bank that has been serving the financial needs of the South Bay community for over 30 years offering a variety of personal banking products, business banking products and loan products that compare favorably with those at larger financial institutions."
MNBP,MARS BANCORP INC,OTCQX U.S. Premier,16.1101,-4.0494,1,Common Stock,USA,Pennsylvania,"25,500,000",6021 - National commercial banks,"Mars Bancorp, Inc. is the holding company for Mars Bank. Mars Bank is a state chartered institution located in Pennsylvania. The Bank derives its principal sources of revenue from its residential and commercial real estate portfolios, commercial, industrial and consumer loans, investment securities portfolio, as well as a variety of deposit services offered to its customers through six branch offices, which are located in Allegheny, Butler and Mercer counties."
MCHT,MAUCH CHUNK TR FINCL CORP,Pink Current,8.05,0.0,1540,Common Stock,USA,Pennsylvania,"23,356,746","6029 - Commercial banks, misc","Mauch Chunk Trust Financial Corp. is the parent company of the Mauch Chunk Trust Company, a community bank with seven offices in Carbon and Schuylkill County, PA."
PSSR,PASSUR AEROSPACE INC,Pink Current,0.19,,0,Common Stock,USA,Connecticut,"1,079,693",3812 - Search and navigation equipment,PASSUR is a leading aviation business intelligence company.
MNPP,MERCHANTS NATL PROPERTIES,Pink Current,1500.0,,0,Common Stock,USA,New York,"137,755,500","6552 - Subdivisers and developers, misc","Merchants National Properties, Inc., a Delaware corporation, was incorporated on December 3, 1928. That year, MNPP acquired its first seventeen properties for $3,523,400. Today, MNPP is involved in all phases of real estate management, development, and leasing. MNPP properties are located throughout the continental United States and include office buildings, retail, and other commercial real estate. In 2006 MNPP acquired Marx Realty & Improvement Co. Inc., MNPP management, and development subsidiary. In August of 2017, Craig Deitelzweig became President and Chief Executive Officer of Merchants National Properties and Marx Realty."
MBKL,MBT BANCSHARES INC,Pink Current,23.69,,0,Common Stock,USA,Louisiana,"47,818,906","6029 - Commercial banks, misc","Bank holding company for Metairie Bank and Trust Company, Inc."
MTRT,METAL ARTS CO INC,Pink Current,1.0,-7.4074,10796,Common Stock,USA,New York,"98,809,070",3465 - Automotive stampings,The Metal Arts Company Inc. is a leader in providing high-performance blockchain core technology in South Korea.
